Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,Volatility,ROI,Sharpe Ratio,ticker,Complaint_Count
2024-01-29 00:00:00-05:00,403.0460564049105,406.9369739111952,401.3288862582104,406.6788940429688,24510200,0.0,0.0,-0.002757980719574,0.0171037516434004,-0.002757980719574,-0.8683568260349352,MSFT,0.0
2024-01-30 00:00:00-05:00,409.2000546460513,409.984169147339,403.4331811629269,405.5572814941406,33477600,0.0,0.0,-0.002757980719574,0.0171037516434004,-0.002757980719574,-0.8683568260349352,MSFT,0.0
2024-01-31 00:00:00-05:00,403.9393807478181,412.2373454227937,394.261748929001,394.6289978027344,47871100,0.0,0.0,-0.026946338261132,0.0171037516434004,-0.026946338261132,-0.8683568260349352,MSFT,0.0
2024-02-01 00:00:00-05:00,398.8474510298594,404.9716682627844,398.8176749129533,400.7829895019531,30657700,0.0,0.0,0.0155943727741341,0.0213369695392069,0.0155943727741341,-0.2204303377547701,MSFT,0.0
2024-02-02 00:00:00-05:00,400.8127815654428,409.5871644253028,400.5646371509974,408.1677856445313,28245000,0.0,0.0,0.01842592209753,0.0209105536250873,0.01842592209753,0.0516004498056431,MSFT,0.0
2024-02-05 00:00:00-05:00,406.8575847766276,408.108242345963,400.9914470557423,402.6391296386719,25352300,0.0,0.0,-0.0135450572051618,0.0192538571265997,-0.0135450572051618,-0.0958673501472442,MSFT,0.0
2024-02-06 00:00:00-05:00,402.8674054523912,404.9418890236972,399.9194487371533,402.4802856445313,18382600,0.0,0.0,-0.000394507096921,0.0172313627179355,-0.000394507096921,-0.0930820985031351,MSFT,0.0
2024-02-07 00:00:00-05:00,404.4158221701968,411.2248900069432,404.3761105844628,410.9767456054688,22340500,0.0,0.0,0.0211102512694039,0.0179203261195059,0.0211102512694039,0.0915693066049103,MSFT,0.0
2024-02-08 00:00:00-05:00,410.9767636822807,412.47556562625147,409.4680565597391,411.0363159179688,21225300,0.0,0.0,0.0001449481342605,0.0165994268535745,0.0001449481342605,0.0875904563990638,MSFT,0.0
2024-02-09 00:00:00-05:00,412.1678180210386,417.6964821154021,412.0090019818164,417.428466796875,22032800,0.0,0.0,0.0155513044258159,0.0162228251975747,0.0155513044258159,0.1861774320187075,MSFT,0.0
2024-02-12 00:00:00-05:00,417.4384447210292,417.617101424176,411.6715711268413,412.17779541015625,21202900,0.0,0.0,-0.012578613593389,0.0160707969309142,-0.012578613593389,0.0908747829230136,MSFT,0.0
2024-02-13 00:00:00-05:00,401.93437624738726,407.0263041880398,400.3958930819754,403.30413818359375,27824900,0.0,0.0,-0.0215287124279277,0.0167478051927294,-0.0215287124279277,-0.0375865294438544,MSFT,0.0
2024-02-14 00:00:00-05:00,405.7901902807103,407.5502906697644,402.3097441795734,407.2022399902344,20401200,0.75,0.0,0.0096654148509285,0.0162426005535181,0.0096654148509285,0.0140628355608041,MSFT,0.0
2024-02-15 00:00:00-05:00,405.8597944956463,406.844253795532,402.0312978280853,404.2886047363281,21825500,0.0,0.0,-0.0071552535024761,0.0156853638062799,-0.0071552535024761,-0.0216480560576007,MSFT,0.0
2024-02-16 00:00:00-05:00,405.6807870685767,406.00896040801706,401.1860504791686,401.8025817871094,22281100,0.0,0.0,-0.0061491294092745,0.0151497854324469,-0.0061491294092745,-0.0498044708802996,MSFT,0.0
2024-02-20 00:00:00-05:00,400.9871405515033,402.2301569631396,395.7863793073486,400.5396728515625,24307900,0.0,0.0,-0.0031431080654827,0.01461171972645,-0.0031431080654827,-0.0625364980343129,MSFT,0.0
2024-02-21 00:00:00-05:00,397.9343251478532,400.0424761785828,395.0007942050233,399.9330749511719,18631100,0.0,0.0,-0.0015144514801045,0.0141170611175551,-0.0015144514801045,-0.0673871587127062,MSFT,0.0
2024-02-22 00:00:00-05:00,407.8983544288532,410.5235895059797,406.2874098944896,409.3501892089844,27009900,0.0,0.0,0.0235467253088839,0.0149043234694681,0.0235467253088839,0.0328597392110803,MSFT,0.0
2024-02-23 00:00:00-05:00,413.3477553107278,413.5366659026631,406.68517461722695,408.0475158691406,16295900,0.0,0.0,-0.0031822956827283,0.0144851984439183,-0.0031822956827283,0.0197270009286404,MSFT,0.0
2024-02-26 00:00:00-05:00,409.1612049093751,409.8573062169829,405.0841051371281,405.26312255859375,16193500,0.0,0.0,-0.0068236987170872,0.0141712553111453,-0.0068236987170872,-0.0062402349849878,MSFT,0.0
2024-02-27 00:00:00-05:00,405.71062129384273,406.0387946357455,401.5937665324974,405.2034912109375,14835800,0.0,0.0,-0.0001471422992542,0.0137932933021133,-0.0001471422992542,-0.0066240511222819,MSFT,0.0
2024-02-28 00:00:00-05:00,405.89956023265023,407.0132981269282,403.0555531345534,405.442138671875,13183100,0.0,0.0,0.0005889570700003,0.0137795343629596,0.0005889570700003,0.0055139315668844,MSFT,0.0
2024-02-29 00:00:00-05:00,406.3570354301639,411.88597054155497,403.6522302402897,411.3291015625,31947300,0.0,0.0,0.0145198595042665,0.0125657921608902,0.0145198595042665,0.1710428813600997,MSFT,0.0
2024-03-01 00:00:00-05:00,408.9722714946346,413.54657789991296,408.5844661596845,413.17864990234375,17800300,0.0,0.0,0.0044965171022861,0.0121799330406883,0.0044965171022861,0.1309035533161123,MSFT,0.0
2024-03-04 00:00:00-05:00,411.1301558754575,415.0183147511929,410.0164180552418,412.6018981933594,17596000,0.0,0.0,-0.001395889427299,0.0115272239653053,-0.001395889427299,0.0523374873042116,MSFT,0.0
2024-03-05 00:00:00-05:00,411.647262039844,411.9356503526025,398.4017018502844,400.40045166015625,26919200,0.0,0.0,-0.0295719592823713,0.0130226287397162,-0.0295719592823713,-0.0152073110492296,MSFT,0.0
2024-03-06 00:00:00-05:00,400.718655293728,402.8964224494763,396.16425656691945,399.8435668945313,22344100,0.0,0.0,-0.0013908195240938,0.0130253251701394,-0.0013908195240938,-0.0190286832800419,MSFT,0.0
2024-03-07 00:00:00-05:00,403.8510400518644,407.4905956100929,399.9927123995212,406.8541870117188,18718500,0.0,0.0,0.0175334073063546,0.012738023718166,0.0175334073063546,-0.0334978953466761,MSFT,0.0
2024-03-08 00:00:00-05:00,405.6807696131603,408.12704774835913,402.0710451171221,403.9505004882813,17971700,0.0,0.0,-0.0071369218165471,0.0128245996639863,-0.0071369218165471,-0.061662001442093,MSFT,0.0
2024-03-11 00:00:00-04:00,401.5042763827422,403.4135326992779,399.0182434258392,402.260009765625,16120800,0.0,0.0,-0.0041848957251269,0.0122472698974007,-0.0041848957251269,-0.145142591403117,MSFT,0.0
2024-03-12 00:00:00-04:00,405.3426614260634,413.2482576798519,404.5173119089149,412.9598693847656,22457000,0.0,0.0,0.0265993620031352,0.0134980723898321,0.0265993620031352,0.0134314207294258,MSFT,0.0
2024-03-13 00:00:00-04:00,415.76415382654346,415.8436935276916,409.15131229350845,412.7809143066406,17115900,0.0,0.0,-0.0004333473816514,0.0124996078027284,-0.0004333473816514,0.0988884260311019,MSFT,0.0
2024-03-14 00:00:00-04:00,417.89217194553146,425.4298406078889,415.6547423607053,422.8443603515625,34157300,0.0,0.0,0.0243796302012309,0.0134209359790015,0.0243796302012309,0.1469180176567469,MSFT,0.0
2024-03-15 00:00:00-04:00,416.9474972557258,420.23900234731536,410.4838117947549,414.0935363769531,45049800,0.0,0.0,-0.0206951417475066,0.0142230891379521,-0.0206951417475066,0.0910338734661068,MSFT,0.0
2024-03-18 00:00:00-04:00,411.93563927933707,418.3794472894522,411.4682638941532,414.9884948730469,20106000,0.0,0.0,0.0021612472001473,0.0141151557962467,0.0021612472001473,0.1211677541531178,MSFT,0.0
2024-03-19 00:00:00-04:00,415.4956176064084,419.31419066533897,413.2283569229008,419.0556335449219,19837900,0.0,0.0,0.0098006058532278,0.0141775123785327,0.0098006058532278,0.1662835736160431,MSFT,0.0
2024-03-20 00:00:00-04:00,419.6423437252515,423.5802112497561,418.309833763603,422.8543090820313,17860100,0.0,0.0,0.0090648477983108,0.0142227319555208,0.0090648477983108,0.2029464097499538,MSFT,0.0
2024-03-21 00:00:00-04:00,427.42858243141376,428.4130720663961,424.7735163679568,426.9711608886719,21296200,0.0,0.0,0.0097358634362216,0.0134828673752835,0.0097358634362216,0.1628666390059777,MSFT,0.0
2024-03-22 00:00:00-04:00,427.2993239593862,427.4584033509802,423.6895995276174,426.34466552734375,17636500,0.0,0.0,-0.0014673013512767,0.0134522811677616,-0.0014673013512767,0.1696113084237596,MSFT,0.0
2024-03-25 00:00:00-04:00,422.8642362176382,425.0221260957636,419.2545116444842,420.4975280761719,18060500,0.0,0.0,-0.0137145786588875,0.0137819702445632,-0.0137145786588875,0.1405542878618891,MSFT,0.0
