Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,Volatility,ROI,Sharpe Ratio,ticker
2024-01-29 00:00:00-05:00,191.07392183626405,191.2629979920715,188.65577567784425,190.7952880859375,47145600,0.0,0.0,-0.01924590289796191,7.890972268414522e-05,-0.01924590289796191,-244.60484514985595,AAPL
2024-01-30 00:00:00-05:00,190.00913152540437,190.86493945980703,186.55604725857967,187.12326049804688,55859400,0.0,0.0,-0.01924590289796191,7.890972268414522e-05,-0.01924590289796191,-244.60484514985595,AAPL
2024-01-31 00:00:00-05:00,186.12815142243116,186.18787167030365,183.45127824224116,183.5010223388672,55467800,0.0,0.0,-0.019357498097984926,7.890972268414522e-05,-0.019357498097984926,-244.60484514985595,AAPL
2024-02-01 00:00:00-05:00,183.0930320985484,186.038593239456,182.9238626911125,185.94903564453125,64885400,0.0,0.0,0.013340597640613572,0.018846122217270594,0.013340597640613572,-0.4468258432528261,AAPL
2024-02-02 00:00:00-05:00,178.9831513103476,186.41673495449575,178.3761245608121,184.94395446777344,102518000,0.0,0.0,-0.005405143260216572,0.01546149941672243,-0.005405143260216572,-0.4958760109381893,AAPL
2024-02-05 00:00:00-05:00,187.2327398148707,188.3273832549743,184.9340037750539,186.76502990722656,69668800,0.0,0.0,0.009846634050265424,0.015512538644392396,0.009846634050265424,-0.2684449404780187,AAPL
2024-02-06 00:00:00-05:00,185.9490291787125,188.38708201253655,185.8594715869018,188.37713623046875,43490800,0.0,0.0,0.00863173541665141,0.014825676308054116,0.00863173541665141,-0.13703227759904346,AAPL
2024-02-07 00:00:00-05:00,189.71060210551596,190.118606941087,187.69049986083044,188.48660278320312,53439000,0.0,0.0,0.0005811031791058685,0.013569907987982409,0.0005811031791058685,-0.1222081554043557,AAPL
2024-02-08 00:00:00-05:00,188.46669218310572,188.6159548348253,186.4366441977198,187.40191650390625,40962000,0.0,0.0,-0.005754712872322654,0.012646496168905091,-0.005754712872322654,-0.17162052842492043,AAPL
2024-02-09 00:00:00-05:00,187.9698373326966,189.30501766665415,187.32218691688763,188.16912841796875,45155200,0.24,0.0,0.0040939384632521225,0.0120125911045577,0.0040939384632521225,-0.12273463053245093,AAPL
2024-02-12 00:00:00-05:00,187.7406910525987,187.9897897322466,186.1165627960856,186.4752655029297,41781900,0.0,0.0,-0.009001810920208908,0.011573029054031106,-0.009001810920208908,-0.19243932763695204,AAPL
2024-02-13 00:00:00-05:00,185.1002428282,185.53865891732192,182.84838113476025,184.37286376953125,56529500,0.0,0.0,-0.011274426813273064,0.01131294724830804,-0.011274426813273064,-0.2695663278204351,AAPL
2024-02-14 00:00:00-05:00,184.6518638454696,184.8610982078661,181.78224238811129,183.4860687255859,54630500,0.0,0.0,-0.00480979155942296,0.010798433693826201,-0.00480979155942296,-0.2959941441432651,AAPL
2024-02-15 00:00:00-05:00,182.88824837462903,183.82486181575325,180.69618309757163,183.19712829589844,65434500,0.0,0.0,-0.0015747267991206293,0.010348490319326494,-0.0015747267991206293,-0.29681032794670087,AAPL
2024-02-16 00:00:00-05:00,182.75869330174024,184.18354546694673,181.0150027746939,181.65269470214844,49701400,0.0,0.0,-0.008430446525643398,0.010045135204616633,-0.008430446525643398,-0.34387968483661546,AAPL
2024-02-20 00:00:00-05:00,181.134577279735,181.77226924950585,179.3510375405212,180.90541076660156,53665600,0.0,0.0,-0.0041138059458583065,0.009681232086987568,-0.0041138059458583065,-0.36134696128643223,AAPL
