Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,20-Day MA,50-Day MA,Volatility,ROI,Sharpe Ratio
2024-01-16 00:00:00-05:00,390.73808241855954,391.105331265913,384.7429055281478,387.3732299804688,27202300,0.0,0.0,0.0,387.3732299804688,387.3732299804688,0.0,0.0,0.0
2024-01-17 00:00:00-05:00,385.1002622072083,387.2144270180735,381.95377793571856,386.5791931152344,22234100,0.0,0.0,-0.0020497979823604906,386.97621154785156,386.97621154785156,0.0,-0.0020497979823604906,0.0
2024-01-18 00:00:00-05:00,388.8124974282284,391.0656376681701,387.2243672151433,390.946533203125,23392100,0.0,0.0,0.011297400806020041,388.2996520996094,388.2996520996094,0.009437894773108746,0.011297400806020041,0.48991872901616834
2024-01-19 00:00:00-05:00,392.8225026638858,395.7109069824219,390.5792676975653,395.7109069824219,29272000,0.0,0.0,0.012186765643529718,390.1524658203125,390.1524658203125,0.007975153386035548,0.012186765643529718,0.8958811377312917
2024-01-22 00:00:00-05:00,397.0509131472322,397.6464658141932,390.6686459266767,393.5669860839844,27016900,0.0,0.0,-0.0054178969055627135,390.8353698730469,390.8353698730469,0.009047503525814468,-0.0054178969055627135,0.4425660491849527
2024-01-23 00:00:00-05:00,392.8125652438518,396.4156265953749,391.0060668337723,395.9391784667969,20525900,0.0,0.0,0.006027417102272725,391.6860046386719,391.6860046386719,0.00788744178915867,0.006027417102272725,0.5589616824608131
2024-01-24 00:00:00-05:00,398.5596337147809,402.6192726240681,397.4777277230109,399.5720520019531,24867000,0.0,0.0,0.009175332305390693,392.81258283342635,392.81258283342635,0.00731820088073834,0.009175332305390693,0.7109948988386755
2024-01-25 00:00:00-05:00,401.318993103645,403.9890293414655,399.5422706712106,401.8648986816406,21021200,0.0,0.0,0.005738255887016486,393.9441223144531,393.9441223144531,0.006683633049246842,0.005738255887016486,0.7899355802449192
2024-01-26 00:00:00-05:00,401.3686213569484,403.1552793099255,399.4430182836771,400.931884765625,17803300,0.0,0.0,-0.002321710403363153,394.7205403645833,394.7205403645833,0.006746254626597312,-0.002321710403363153,0.6417591754614248
2024-01-29 00:00:00-05:00,403.0460564049105,406.9369739111952,401.3288862582104,406.6788940429688,24510200,0.0,0.0,0.014334128802710122,395.9163757324219,395.9163757324219,0.0071375361417882095,0.014334128802710122,0.7623218103225169
2024-01-30 00:00:00-05:00,409.2000238543599,409.9841382966442,403.43315080518414,405.5572509765625,33477600,0.0,0.0,-0.002758055760542555,396.7928189364347,396.7928189364347,0.00721155638379439,-0.002758055760542555,0.6408025817971393
2024-01-31 00:00:00-05:00,403.9393807478181,412.2373454227937,394.261748929001,394.6289978027344,47871100,0.0,0.0,-0.026946265040295625,396.6125005086263,396.6125005086263,0.0117216529859093,-0.026946265040295625,0.14941713951385963
2024-02-01 00:00:00-05:00,398.84748140005615,404.9716990993089,398.8177052808827,400.7830200195313,30657700,0.0,0.0,0.015594450106459767,396.9333097017728,396.9333097017728,0.01186910409150835,0.015594450106459767,0.24475327070821437
2024-02-02 00:00:00-05:00,400.812751597778,409.5871338016017,400.5646072018857,408.1677551269531,28245000,0.0,0.0,0.018425768404714216,397.7357700892857,397.7357700892857,0.012151803081037103,0.018425768404714216,0.33730855609619675
2024-02-05 00:00:00-05:00,406.8575539393165,408.1082114138597,400.9914166630484,402.63909912109375,25352300,0.0,0.0,-0.013545058217888317,398.0626586914062,398.0626586914062,0.012591416299444593,-0.013545058217888317,0.22544119287866354
2024-02-06 00:00:00-05:00,402.8673749054602,404.941858319471,399.9194184137475,402.4802551269531,18382600,0.0,0.0,-0.00039450712682242983,398.33875846862793,398.33875846862793,0.012162075710080688,-0.00039450712682242983,0.21567715116625952
2024-02-07 00:00:00-05:00,404.4158522005855,411.22492054294753,404.3761406119027,410.9767761230469,22340500,0.0,0.0,0.021110404517642012,399.08217127182905,399.08217127182905,0.012626018055559364,0.021110404517642012,0.29926612587242435
2024-02-08 00:00:00-05:00,410.976733169124,412.4755350018156,409.4680261585971,411.0362854003906,21225300,0.0,0.0,0.00014479961107571881,399.7462887234158,399.7462887234158,0.012256815285254038,0.00014479961107571881,0.2908414641142297
2024-02-09 00:00:00-05:00,412.1678481540184,417.6965126525744,412.0090321031855,417.4284973144531,22032800,0.0,0.0,0.015551454071349946,400.6769312808388,400.6769312808388,0.012221895057583339,0.015551454071349946,0.3461587469889652
2024-02-12 00:00:00-05:00,417.4384138139534,417.6170705038726,411.671540646744,412.1777648925781,21202900,0.0,0.0,-0.012578758890818054,401.2519729614258,401.2519729614258,0.012487898952947586,-0.012578758890818054,0.26793992273330614
2024-02-13 00:00:00-05:00,401.93437624738726,407.0263041880398,400.3958930819754,403.30413818359375,27824900,0.0,0.0,-0.021528639982064557,402.048518371582,401.34969511486236,0.01336702110050023,-0.021528639982064557,0.15727321230490948
2024-02-14 00:00:00-05:00,405.7901902807103,407.5502906697644,402.3097441795734,407.2022399902344,20401200,0.75,0.0,0.009665414850928533,403.07967071533204,401.6157198819247,0.013432025532052892,0.009665414850928533,0.20012134302999657
2024-02-15 00:00:00-05:00,405.8597944956463,406.844253795532,402.0312978280853,404.2886047363281,21825500,0.0,0.0,-0.007155253502476144,403.7467742919922,401.73193226689875,0.013443274612799474,-0.007155253502476144,0.13132233957208334
2024-02-16 00:00:00-05:00,405.6807870685767,406.00896040801706,401.1860504791686,401.8025817871094,22281100,0.0,0.0,-0.00614912940927459,404.0513580322266,401.73487599690753,0.013319822503344961,-0.00614912940927459,0.06371012232403969
2024-02-20 00:00:00-05:00,400.9871405515033,402.2301569631396,395.7863793073486,400.5396728515625,24307900,0.0,0.0,-0.0031431080654827914,404.39999237060545,401.68706787109375,0.013273126275284824,-0.0031431080654827914,0.07250341351897893
2024-02-21 00:00:00-05:00,397.9342947827931,400.0424456526566,395.0007640638113,399.93304443359375,18631100,0.0,0.0,-0.00151452767125404,404.5996856689453,401.6196054311899,0.0132287121288339,-0.00151452767125404,0.044240869303870105
2024-02-22 00:00:00-05:00,407.8983240195112,410.5235589009232,406.2873796052456,409.3501586914063,27009900,0.0,0.0,0.023546727105657306,405.08859100341795,401.9059222186053,0.01408263346806516,0.023546727105657306,0.0925834977754858
2024-02-23 00:00:00-05:00,413.34772439674856,413.53663497455545,406.68514420153736,408.0474853515625,16295900,0.0,0.0,-0.0031822959199726553,405.39772033691406,402.1252637590681,0.01407605831330086,-0.0031822959199726553,0.06093977837556868
