Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,20-Day MA,50-Day MA,Volatility,ROI,Sharpe Ratio
2024-01-16 00:00:00-05:00,372.2280922832176,374.1806251137608,365.83254021531,366.0616455078125,15306900,0.0,0.0,0.0,366.0616455078125,366.0616455078125,0.0,0.0,0.0
2024-01-17 00:00:00-05:00,364.9060705610555,367.1375671425744,357.24533163937014,366.96820068359375,12724800,0.0,0.0,0.0024765095904097922,366.5149230957031,366.5149230957031,0.0,0.0024765095904097922,0.0
2024-01-18 00:00:00-05:00,370.0763421654228,375.4159613178761,369.5384189414807,374.6986999511719,16354300,0.0,0.0,0.02106585598746058,369.2428487141927,369.2428487141927,0.013144652895180327,0.02106585598746058,0.8955111164062199
2024-01-19 00:00:00-05:00,377.5577664428419,382.8973550906052,376.5316871854536,381.9908447265625,21470100,0.0,0.0,0.01946135595437326,372.42984771728516,372.42984771728516,0.010300673326156607,0.01946135595437326,1.391615226519346
2024-01-22 00:00:00-05:00,386.4737131071769,388.8645741032423,379.709543157918,380.3271789550781,17680500,0.0,0.0,-0.004355250379561526,374.0093139648437,374.0093139648437,0.012572322631842077,-0.004355250379561526,0.7685228951808126
2024-01-23 00:00:00-05:00,383.1563819718862,386.9020835897568,380.626039044828,383.7341918945313,15506100,0.0,0.0,0.008958110616269055,375.630126953125,375.630126953125,0.01089250189299796,0.008958110616269055,0.8741165663611986
2024-01-24 00:00:00-05:00,388.5159084294594,394.6424993667114,386.33423974231664,389.2132568359375,15698500,0.0,0.0,0.01427828183450508,377.57057407924106,377.57057407924106,0.009934220222139066,0.01427828183450508,1.0382439389579488
2024-01-25 00:00:00-05:00,388.6852518488727,393.984983898379,384.1924045739309,391.6837768554688,15091100,0.0,0.0,0.006347471408387095,379.33472442626953,379.33472442626953,0.009191756847094919,0.006347471408387095,1.0604584730006268
2024-01-26 00:00:00-05:00,392.8493595968491,395.2800769334417,390.0998526813548,392.6401672363281,13163700,0.0,0.0,0.0024417411120201127,380.81310696072046,380.81310696072046,0.008893275237017141,0.0024417411120201127,0.9933640059526591
2024-01-29 00:00:00-05:00,393.4869051476428,401.3966929012004,391.6041131153973,399.4939575195313,18742400,0.0,0.0,0.017455652414384515,382.6811920166016,382.6811920166016,0.008801293326632306,0.017455652414384515,1.1125855821864963
2024-01-30 00:00:00-05:00,402.0541940628019,404.8136422913508,398.04950252510577,398.5376281738281,18614700,0.0,0.0,-0.002393851841066774,384.12268621271306,384.12268621271306,0.009149085037010002,-0.002393851841066774,0.9370978229009924
2024-01-31 00:00:00-05:00,387.5196885852341,396.485439735021,385.626924978346,388.6553649902344,20180800,0.0,0.0,-0.02479631152741102,384.50040944417316,384.50040944417316,0.013287852165416211,-0.02479631152741102,0.41691918310152126
2024-02-01 00:00:00-05:00,392.4409101302402,398.9759443902595,391.5542823277895,393.2777099609375,29727100,0.0,0.0,0.011893171655611212,385.1755864070012,385.1755864070012,0.012801526316567124,0.011893171655611212,0.47411492859204823
2024-02-02 00:00:00-05:00,457.8510750018696,484.1107518294807,451.2861557949668,473.1824951171875,84615500,0.0,0.0,0.2031764911471503,391.4617941720145,391.4617941720145,0.056024788317718774,0.2031764911471503,0.37896580625000453
